TimeInterval,Function,HitCount,Percentage,Time(ms),Time/Hit
1,_RTC_CheckStackVars,7,0.0035,0.3736,0.0533714
1,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,7,0.0035,0.3589,0.0512714
1,b2Min<float>,6,0.003,0.3402,0.0567
1,NtUserGetKeyState,6,0.003,0.4849,0.0808167
1,b2ParticleSystem::InsideBoundsEnumerator::GetNext,6,0.003,0.3361,0.0560167
1,b2ParticleSystem::SolvePressure,5,0.0025,0.2201,0.04402
1,b2ParticleContact::GetWeight,5,0.0025,0.2636,0.05272
1,NtQueryInformationThread,5,0.0025,0.3128,0.06256
1,b2PolygonShape::RayCast,5,0.0025,0.3435,0.0687
1,b2ParticleSystem::SolveDamping,5,0.0025,0.4089,0.08178
1,b2ParticleSystem::ComputeAABB,4,0.002,0.1938,0.04845
1,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,4,0.002,0.2343,0.058575
1,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,4,0.002,0.2218,0.05545
1,b2ParticleSystem::UpdateProxies_Reference,4,0.002,0.2691,0.067275
1,b2Vec2::operator-=,3,0.0015,0.2232,0.0744
1,NtUserFindExistingCursorIcon,3,0.0015,0.2143,0.0714333
1,computeTag,3,0.0015,0.204,0.068
1,b2Vec2::Normalize,3,0.0015,0.1432,0.0477333
1,b2ParticleSystem::SolveCollision,3,0.0015,0.1095,0.0365
1,b2ParticleSystem::FindContacts_Reference,3,0.0015,0.1574,0.0524667
1,b2Max<float>,3,0.0015,0.2314,0.0771333
1,NtUserPeekMessage,3,0.0015,0.1739,0.0579667
1,NtUserGetDC,3,0.0015,0.1625,0.0541667
1,b2Mul,2,0.001,0.1,0.05
1,b2ParticleContact::SetIndices,2,0.001,0.1584,0.0792
1,std::move<b2ParticleSystem::Proxy &>,2,0.001,0.0996,0.0498
1,b2MulT,2,0.001,0.1165,0.05825
1,NtUserSetCursor,2,0.001,0.1757,0.08785
1,b2ParticleContact::GetIndexA,2,0.001,0.1294,0.0647
1,b2ParticleContact::SetWeight,2,0.001,0.4009,0.20045
1,NtUserWindowFromDC,2,0.001,0.1249,0.06245
1,ILT+12485(??0b2Vec2QEAAMMZ),2,0.001,0.1609,0.08045
1,b2ParticleContact::SetNormal,2,0.001,0.1007,0.05035
1,b2ParticleContact::GetNormal,1,0.0005,0.0458,0.0458
1,NtGdiGetDCDword,1,0.0005,0.0353,0.0353
1,fgPlatformWindowProc,1,0.0005,0.1168,0.1168
1,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0633,0.0633
1,b2Max,1,0.0005,0.0795,0.0795
1,NtUserUpdateWindow,1,0.0005,0.1293,0.1293
1,GLUI_Main::find_control,1,0.0005,0.0548,0.0548
1,ZwWaitForSingleObject,1,0.0005,0.0907,0.0907
1,b2Vec2::LengthSquared,1,0.0005,0.0702,0.0702
1,RtlVirtualUnwind,1,0.0005,0.088,0.088
1,b2ParticleSystem::LimitVelocity,1,0.0005,0.0651,0.0651
1,operator+,1,0.0005,0.0749,0.0749
1,glFinish,1,0.0005,0.0639,0.0639
1,timeGetTime,1,0.0005,0.0478,0.0478
1,std::swap<b2ParticleSystem::Proxy0>,1,0.0005,0.0333,0.0333
1,std::_Prev_iter<b2ParticleSystem::Proxy *>,1,0.0005,0.1009,0.1009
1,std::lower_bound<b2ParticleSystem::Proxy const *unsigned int>,1,0.0005,0.0704,0.0704
1,NtUserSetClassLongPtr,1,0.0005,0.0534,0.0534
1,b2ParticleSystem::DetectStuckParticle,1,0.0005,0.0538,0.0538
1,b2Min,1,0.0005,0.034,0.034
1,b2Fixture::ComputeDistance,1,0.0005,0.0683,0.0683
1,ZwOpenKeyEx,1,0.0005,0.0819,0.0819
1,ILT+19060(??DYA?AUb2Vec2MAEBU0Z),1,0.0005,0.0535,0.0535
1,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.0783,0.0783
1,b2ParticleSystem::ComputeWeight,1,0.0005,0.063,0.063
1,ILT+17060(?GetCount?$b2GrowableBufferUb2ParticleContactQEBAHXZ),1,0.0005,0.092,0.092
1,computeRelativeTag,1,0.0005,0.0551,0.0551
1,b2ParticleContact::GetIndexB,1,0.0005,0.0674,0.0674
1,LdrRscIsTypeExist,1,0.0005,0.0755,0.0755
1,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0324,0.0324
1,RtlDelayExecution,1,0.0005,0.0841,0.0841
2,NtUserMessageCall,152,0.076,12.5009,0.0822428
2,NtUserMsgWaitForMultipleObjectsEx,140,0.07,9.4946,0.0678186
2,NtQueryInformationThread,19,0.0095,1.1004,0.0579158
2,b2ParticleSystem::AddContact,12,0.006,0.6917,0.0576417
2,b2InvSqrt,11,0.0055,0.5516,0.0501455
2,NtUserGetKeyState,10,0.005,0.8133,0.08133
2,NtUserGetMessage,10,0.005,0.7461,0.07461
2,b2Dot,8,0.004,0.4025,0.0503125
2,b2PolygonShape::ComputeDistance,7,0.0035,0.3615,0.0516429
2,operator*,7,0.0035,0.3905,0.0557857
2,operator<,7,0.0035,0.4257,0.0608143
2,operator-,6,0.003,0.3141,0.05235
2,b2ParticleSystem::SolvePressure,5,0.0025,0.2983,0.05966
2,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,5,0.0025,0.2348,0.04696
2,b2Vec2::b2Vec2,5,0.0025,0.3737,0.07474
2,NtUserGetDC,4,0.002,0.206,0.0515
2,b2ParticleSystem::InsideBoundsEnumerator::GetNext,4,0.002,0.1652,0.0413
2,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,4,0.002,0.2126,0.05315
2,b2ParticleContact::SetNormal,3,0.0015,0.1826,0.0608667
2,b2Vec2::operator-=,3,0.0015,0.2076,0.0692
2,_RTC_CheckStackVars,3,0.0015,0.1442,0.0480667
2,b2Min<float>,3,0.0015,0.1486,0.0495333
2,b2Max<float>,3,0.0015,0.1672,0.0557333
2,b2ParticleSystem::ComputeAABB,3,0.0015,0.2036,0.0678667
2,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,3,0.0015,0.2071,0.0690333
2,NtUserPeekMessage,3,0.0015,0.2262,0.0754
2,b2Vec2::Normalize,3,0.0015,0.2431,0.0810333
2,b2Vec2::Length,3,0.0015,0.1955,0.0651667
2,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.1382,0.0691
2,b2ParticleSystem::FindContacts_Reference,2,0.001,0.0808,0.0404
2,NtUserSetWindowPos,2,0.001,0.1471,0.07355
2,ZwWaitForSingleObject,2,0.001,0.1469,0.07345
2,NtGdiGetDCDword,2,0.001,0.1045,0.05225
2,b2ParticleContact::SetWeight,2,0.001,0.2988,0.1494
2,b2MulT,2,0.001,0.1423,0.07115
2,b2ParticleContact::GetWeight,2,0.001,0.1086,0.0543
2,NtUserWindowFromDC,2,0.001,0.1319,0.06595
2,b2Vec2::operator+=,2,0.001,0.1468,0.0734
2,b2ParticleSystem::ComputeWeight,2,0.001,0.1212,0.0606
2,b2GrowableBuffer<b2ParticleContact>::GetCount,2,0.001,0.1356,0.0678
2,b2ParticleSystem::UpdateProxies_Reference,2,0.001,0.1173,0.05865
2,b2PolygonShape::RayCast,1,0.0005,0.0457,0.0457
2,glutSetWindow,1,0.0005,0.0659,0.0659
2,b2Mul,1,0.0005,0.0743,0.0743
2,NtAssociateWaitCompletionPacket,1,0.0005,0.0475,0.0475
2,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0581,0.0581
2,std::_Guess_median_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0361,0.0361
2,_CxxUnregisterExceptionObject,1,0.0005,0.0896,0.0896
2,NtUserDestroyWindow,1,0.0005,0.0478,0.0478
2,b2ParticleSystem::SolveCollision,1,0.0005,0.0716,0.0716
2,NtUserSystemParametersInfo,1,0.0005,0.0716,0.0716
2,NtGdiSelectBitmap,1,0.0005,0.06,0.06
2,NtGdiExtGetObjectW,1,0.0005,0.0638,0.0638
2,ILT+8845(??Yb2Vec2QEAAXAEBU0Z),1,0.0005,0.0428,0.0428
2,std::move<b2ParticleSystem::Proxy &>,1,0.0005,0.0835,0.0835
2,b2ParticleSystem::UpdateProxies,1,0.0005,0.0495,0.0495
2,b2ParticleContact::GetNormal,1,0.0005,0.0866,0.0866
2,ILT+17060(?GetCount?$b2GrowableBufferUb2ParticleContactQEBAHXZ),1,0.0005,0.0406,0.0406
2,computeTag,1,0.0005,0.0304,0.0304
2,`anonymous namespace'::FixedSetAllocator::~FixedSetAllocator,1,0.0005,0.0422,0.0422
2,b2ParticleContact::SetIndices,1,0.0005,0.0694,0.0694
2,b2Max,1,0.0005,0.0429,0.0429
2,NtGdiGetTransform,1,0.0005,0.0749,0.0749
2,b2Vec2::LengthSquared,1,0.0005,0.0514,0.0514
2,ILT+6990(?ComputeDistanceb2PolygonShapeUEBAXAEBUb2TransformAEBUb2Vec2PEAMPEAU3HZ),1,0.0005,0.0449,0.0449
2,ILT+12485(??0b2Vec2QEAAMMZ),1,0.0005,0.034,0.034
2,NtUserFindExistingCursorIcon,1,0.0005,0.0662,0.0662
3,NtUserMsgWaitForMultipleObjectsEx,197,0.0985,13.4132,0.0680873
3,NtUserMessageCall,36,0.018,3.7007,0.102797
3,NtQueryInformationThread,19,0.0095,1.2278,0.0646211
3,operator-,15,0.0075,0.8206,0.0547067
3,operator<,13,0.0065,0.7934,0.0610308
3,b2ParticleSystem::SolvePressure,13,0.0065,0.7632,0.0587077
3,b2ParticleSystem::SolveDamping,11,0.0055,0.6777,0.0616091
3,b2Vec2::b2Vec2,11,0.0055,0.6127,0.0557
3,b2ParticleSystem::AddContact,11,0.0055,0.874,0.0794545
3,b2InvSqrt,10,0.005,0.5294,0.05294
3,b2ParticleContact::GetWeight,10,0.005,0.5904,0.05904
3,b2Min<float>,10,0.005,0.5364,0.05364
3,NtUserGetMessage,8,0.004,0.5157,0.0644625
3,operator*,8,0.004,0.4746,0.059325
3,b2Dot,8,0.004,0.4188,0.05235
3,b2ParticleContact::SetNormal,7,0.0035,0.5405,0.0772143
3,_RTC_CheckStackVars,7,0.0035,0.3768,0.0538286
3,b2PolygonShape::ComputeDistance,6,0.003,0.3919,0.0653167
3,computeTag,6,0.003,0.5803,0.0967167
3,b2Max,4,0.002,0.1841,0.046025
3,b2ParticleSystem::InsideBoundsEnumerator::GetNext,4,0.002,0.2616,0.0654
3,b2Max<float>,4,0.002,0.2581,0.064525
3,NtUserFindExistingCursorIcon,4,0.002,0.3831,0.095775
3,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,4,0.002,0.2549,0.063725
3,NtUserSetCursor,4,0.002,0.3681,0.092025
3,b2ParticleSystem::FindContacts_Reference,3,0.0015,0.1719,0.0573
3,b2PolygonShape::RayCast,3,0.0015,0.148,0.0493333
3,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,3,0.0015,0.1632,0.0544
3,NtUserGetDC,3,0.0015,0.1393,0.0464333
3,ZwWaitForSingleObject,2,0.001,0.1053,0.05265
3,b2Vec2::operator+=,2,0.001,0.1307,0.06535
3,b2ParticleSystem::UpdateProxies_Reference,2,0.001,0.2206,0.1103
3,std::_Prev_iter<b2ParticleSystem::Proxy *>,2,0.001,0.0943,0.04715
3,NtUserPeekMessage,2,0.001,0.1437,0.07185
3,b2Vec2::LengthSquared,2,0.001,0.1139,0.05695
3,b2MulT,2,0.001,0.0821,0.04105
3,b2ParticleSystem::SolveCollision,2,0.001,0.0658,0.0329
3,b2ParticleContact::SetWeight,2,0.001,0.0841,0.04205
3,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.0889,0.04445
3,NtUserSetWindowPos,2,0.001,0.1152,0.0576
3,b2ContactManager::Collide,1,0.0005,0.0393,0.0393
3,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0884,0.0884
3,FullscreenUI::GetEnabled,1,0.0005,0.0384,0.0384
3,NtGdiGetDCDword,1,0.0005,0.0652,0.0652
3,std::less<void>::operator()<unsigned int const &b2ParticleSystem::Proxy const &>,1,0.0005,0.0616,0.0616
3,b2GrowableBuffer<b2ParticleContact>::operator[],1,0.0005,0.0614,0.0614
3,b2Mul,1,0.0005,0.0348,0.0348
3,b2ParticleSystem::ComputeWeight,1,0.0005,0.1439,0.1439
3,b2Min,1,0.0005,0.0422,0.0422
3,ILT+16680(_RTC_CheckStackVars),1,0.0005,0.0331,0.0331
3,NtUserCalcMenuBar,1,0.0005,0.0651,0.0651
3,Test::Step,1,0.0005,0.0391,0.0391
3,NtGdiSetDIBitsToDeviceInternal,1,0.0005,0.0392,0.0392
3,NtUserSetClassLongPtr,1,0.0005,0.0907,0.0907
3,b2ParticleSystem::Solve,1,0.0005,0.0436,0.0436
3,b2GrowableBuffer<b2ParticleSystem::Proxy>::Begin,1,0.0005,0.0917,0.0917
3,NtUserCreateEmptyCursorObject,1,0.0005,0.076,0.076
3,b2ParticleContact::GetNormal,1,0.0005,0.0772,0.0772
3,computeRelativeTag,1,0.0005,0.0997,0.0997
3,b2ParticleContact::GetIndexA,1,0.0005,0.2718,0.2718
3,NtGdiSelectBitmap,1,0.0005,0.0717,0.0717
3,__local_stdio_printf_options,1,0.0005,0.0492,0.0492
3,ZwSetEvent,1,0.0005,0.0449,0.0449
3,NtUserShowWindow,1,0.0005,0.0623,0.0623
3,b2ParticleSystem::GetParticleInvMass,1,0.0005,0.0437,0.0437
3,NtUserGetKeyState,1,0.0005,0.0434,0.0434
3,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.075,0.075
3,b2MulT,1,0.0005,0.0595,0.0595
3,b2Vec2::Normalize,1,0.0005,0.0699,0.0699
3,operator+,1,0.0005,0.0334,0.0334
3,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,1,0.0005,0.0736,0.0736
3,NtGdiCreateDIBitmapInternal,1,0.0005,0.0531,0.0531
3,b2Vec2::operator-=,1,0.0005,0.1107,0.1107
4,NtUserMsgWaitForMultipleObjectsEx,241,0.1205,23.7956,0.0987369
4,NtUserGetMessage,44,0.022,5.7346,0.130332
4,b2ParticleSystem::AddContact,20,0.01,1.7212,0.08606
4,b2Vec2::b2Vec2,13,0.0065,0.7208,0.0554462
4,b2InvSqrt,10,0.005,0.6741,0.06741
4,operator-,10,0.005,0.7277,0.07277
4,operator<,10,0.005,0.7293,0.07293
4,computeTag,8,0.004,1.0387,0.129838
4,b2ParticleSystem::UpdateProxies_Reference,8,0.004,0.7486,0.093575
4,NtQueryInformationThread,8,0.004,0.5883,0.0735375
4,operator*,8,0.004,0.6705,0.0838125
4,sqrtf,7,0.0035,0.4264,0.0609143
4,b2Min<float>,6,0.003,0.4903,0.0817167
4,b2PolygonShape::ComputeDistance,6,0.003,0.5042,0.0840333
4,b2ParticleSystem::InsideBoundsEnumerator::GetNext,6,0.003,0.328,0.0546667
4,b2ParticleSystem::FindContacts_Reference,5,0.0025,0.4454,0.08908
4,b2ParticleSystem::SolvePressure,5,0.0025,0.3838,0.07676
4,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,5,0.0025,0.4585,0.0917
4,b2ParticleContact::GetWeight,4,0.002,0.3151,0.078775
4,b2ParticleContact::GetIndexB,4,0.002,0.2248,0.0562
4,b2ParticleSystem::SolveDamping,4,0.002,0.3235,0.080875
4,b2Dot,4,0.002,0.2717,0.067925
4,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,3,0.0015,0.2883,0.0961
4,b2ParticleSystem::ComputeAABB,3,0.0015,0.1858,0.0619333
4,b2Vec2::operator+=,3,0.0015,0.1508,0.0502667
4,b2Vec2::operator-=,3,0.0015,0.1597,0.0532333
4,b2ParticleSystem::ComputeWeight,3,0.0015,0.2231,0.0743667
4,_RTC_CheckStackVars,3,0.0015,0.1725,0.0575
4,glClear,2,0.001,0.1173,0.05865
4,NtUserFindExistingCursorIcon,2,0.001,0.2414,0.1207
4,std::_Sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.2238,0.1119
4,ILT+12485(??0b2Vec2QEAAMMZ),2,0.001,0.2028,0.1014
4,NtUserSetClassLongPtr,2,0.001,0.135,0.0675
4,b2GrowableBuffer<b2ParticleContact>::GetCount,2,0.001,0.101,0.0505
4,b2ParticleContact::SetFlags,2,0.001,0.1265,0.06325
4,b2Vec2::Normalize,2,0.001,0.1039,0.05195
4,b2Max<float>,2,0.001,0.1112,0.0556
4,RtlQueryPerformanceCounter,2,0.001,0.1104,0.0552
4,LdrGetProcedureAddressForCaller,1,0.0005,0.1189,0.1189
4,b2ParticleSystem::CreateParticlesFillShapeForGroup,1,0.0005,0.071,0.071
4,std::advance<b2ParticleSystem::Proxy const *__int64>,1,0.0005,0.0537,0.0537
4,b2Mul,1,0.0005,0.0481,0.0481
4,PeekMessageA,1,0.0005,0.0318,0.0318
4,b2Max,1,0.0005,0.076,0.076
4,ILT+8845(??Yb2Vec2QEAAXAEBU0Z),1,0.0005,0.0477,0.0477
4,b2ParticleContact::SetNormal,1,0.0005,0.0395,0.0395
4,NtUserSetCursor,1,0.0005,0.074,0.074
4,b2ParticleSystem::SolveCollision,1,0.0005,0.0603,0.0603
4,b2ParticleSystem::SetStrictContactCheck,1,0.0005,0.0542,0.0542
4,ZwSetEvent,1,0.0005,0.0816,0.0816
4,ILT+17150(??GYA?AUb2Vec2AEBU0,1,0.0005,0.0599,0.0599
4,WaveMachine::Step,1,0.0005,0.0528,0.0528
4,timeGetTime,1,0.0005,0.0596,0.0596
4,b2Min,1,0.0005,0.0412,0.0412
4,b2Timer::b2Timer,1,0.0005,0.045,0.045
4,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.0757,0.0757
4,operator+,1,0.0005,0.1779,0.1779
4,b2ParticleContact::GetIndexA,1,0.0005,0.0537,0.0537
4,NtUserPeekMessage,1,0.0005,0.0923,0.0923
4,NtUserShowWindow,1,0.0005,0.067,0.067
4,fgWindowByHandle,1,0.0005,0.0742,0.0742
4,_chkstk,1,0.0005,0.074,0.074
4,b2ParticleSystem::GetParticleInvMass,1,0.0005,0.0407,0.0407
4,b2GrowableBuffer<b2ParticleSystem::Proxy>::Begin,1,0.0005,0.0539,0.0539
4,ZwWaitForSingleObject,1,0.0005,0.0734,0.0734
4,computeRelativeTag,1,0.0005,0.0578,0.0578
4,b2Vec2::Length,1,0.0005,0.0596,0.0596
5,NtUserMsgWaitForMultipleObjectsEx,238,0.119,25.7822,0.108329
5,b2ParticleSystem::AddContact,22,0.011,2.1479,0.0976318
5,operator-,18,0.009,1.3559,0.0753278
5,operator<,17,0.0085,1.6926,0.0995647
5,b2Vec2::b2Vec2,14,0.007,1.3819,0.0987071
5,b2InvSqrt,13,0.0065,1.0795,0.0830385
5,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,12,0.006,0.9668,0.0805667
5,b2ParticleSystem::SolveDamping,11,0.0055,0.8664,0.0787636
5,b2ParticleContact::SetNormal,9,0.0045,0.4454,0.0494889
5,NtQueryInformationThread,9,0.0045,0.7889,0.0876556
5,_RTC_CheckStackVars,8,0.004,0.587,0.073375
5,b2ParticleSystem::SolvePressure,7,0.0035,0.5716,0.0816571
5,b2ParticleContact::GetWeight,7,0.0035,0.4692,0.0670286
5,b2Dot,6,0.003,0.4559,0.0759833
5,b2Max<float>,6,0.003,0.5594,0.0932333
5,operator*,5,0.0025,0.4608,0.09216
5,b2ParticleSystem::UpdateProxies_Reference,5,0.0025,0.6451,0.12902
5,b2ParticleSystem::InsideBoundsEnumerator::GetNext,5,0.0025,0.3906,0.07812
5,b2Min<float>,5,0.0025,0.3293,0.06586
5,b2ParticleSystem::SolveCollision,4,0.002,0.4289,0.107225
5,b2ParticleSystem::ComputeAABB,4,0.002,0.2551,0.063775
5,b2ParticleSystem::FindContacts_Reference,4,0.002,0.2939,0.073475
5,computeTag,4,0.002,0.4526,0.11315
5,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,4,0.002,0.4196,0.1049
5,std::_Prev_iter<b2ParticleSystem::Proxy *>,3,0.0015,0.296,0.0986667
5,b2Min,3,0.0015,0.2912,0.0970667
5,NtUserGetDC,3,0.0015,0.3394,0.113133
5,b2ParticleContact::GetIndexB,3,0.0015,0.2042,0.0680667
5,b2ParticleContact::SetWeight,3,0.0015,0.2941,0.0980333
5,b2GrowableBuffer<b2ParticleContact>::Append,2,0.001,0.2446,0.1223
5,NtUserPeekMessage,2,0.001,0.1873,0.09365
5,b2GrowableBuffer<b2ParticleContact>::GetCount,2,0.001,0.2359,0.11795
5,b2EdgeShape::b2EdgeShape,2,0.001,0.07,0.035
5,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.1531,0.07655
5,NtUserSetCursor,2,0.001,0.1521,0.07605
5,b2ChainShape::ComputeDistance,2,0.001,0.1363,0.06815
5,b2ParticleSystem::Solve,2,0.001,0.3029,0.15145
5,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,2,0.001,0.1219,0.06095
5,NtUserGetKeyState,2,0.001,0.2038,0.1019
5,LdrRscIsTypeExist,2,0.001,0.1669,0.08345
5,b2EdgeShape::ComputeDistance,2,0.001,0.1297,0.06485
5,ILT+12485(??0b2Vec2QEAAMMZ),1,0.0005,0.0417,0.0417
5,b2Vec2::LengthSquared,1,0.0005,0.0482,0.0482
5,b2ParticleContact::SetIndices,1,0.0005,0.0864,0.0864
5,NtUserWindowFromDC,1,0.0005,0.0441,0.0441
5,operator<,1,0.0005,0.0818,0.0818
5,computeRelativeTag,1,0.0005,0.0568,0.0568
5,fgPlatformSleepForEvents,1,0.0005,0.0871,0.0871
5,b2Vec2::operator+=,1,0.0005,0.0526,0.0526
5,b2Vec2::Normalize,1,0.0005,0.0645,0.0645
5,ILT+12460(??$?RAEAUProxyb2ParticleSystemAEAU01?$lessXstdQEBA_NAEAUProxyb2ParticleSystem,1,0.0005,0.0547,0.0547
