TimeInterval,Function,HitCount,Percentage,Time(ms),Time/Hit
3,b2PolygonShape::ComputeDistance,6,0.003,0.3919,0.0653167
3,b2ParticleSystem::InsideBoundsEnumerator::GetNext,4,0.002,0.2616,0.0654
3,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,4,0.002,0.2549,0.063725
3,b2ParticleSystem::FindContacts_Reference,3,0.0015,0.1719,0.0573
3,b2PolygonShape::RayCast,3,0.0015,0.148,0.0493333
3,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,3,0.0015,0.1632,0.0544
3,b2Vec2::operator+=,2,0.001,0.1307,0.06535
3,b2ParticleSystem::UpdateProxies_Reference,2,0.001,0.2206,0.1103
3,std::_Prev_iter<b2ParticleSystem::Proxy *>,2,0.001,0.0943,0.04715
3,b2Vec2::LengthSquared,2,0.001,0.1139,0.05695
3,b2ParticleSystem::SolveCollision,2,0.001,0.0658,0.0329
3,b2ParticleContact::SetWeight,2,0.001,0.0841,0.04205
3,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.0889,0.04445
3,b2ContactManager::Collide,1,0.0005,0.0393,0.0393
3,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0884,0.0884
3,FullscreenUI::GetEnabled,1,0.0005,0.0384,0.0384
3,std::less<void>::operator()<unsigned int const &b2ParticleSystem::Proxy const &>,1,0.0005,0.0616,0.0616
3,b2GrowableBuffer<b2ParticleContact>::operator[],1,0.0005,0.0614,0.0614
3,b2ParticleSystem::ComputeWeight,1,0.0005,0.1439,0.1439
3,Test::Step,1,0.0005,0.0391,0.0391
3,b2ParticleSystem::Solve,1,0.0005,0.0436,0.0436
3,b2GrowableBuffer<b2ParticleSystem::Proxy>::Begin,1,0.0005,0.0917,0.0917
3,b2ParticleContact::GetNormal,1,0.0005,0.0772,0.0772
3,b2ParticleContact::GetIndexA,1,0.0005,0.2718,0.2718
3,b2ParticleSystem::GetParticleInvMass,1,0.0005,0.0437,0.0437
3,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.075,0.075
3,b2Vec2::Normalize,1,0.0005,0.0699,0.0699
3,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,1,0.0005,0.0736,0.0736
3,b2Vec2::operator-=,1,0.0005,0.1107,0.1107
4,b2ParticleSystem::AddContact,20,0.01,1.7212,0.08606
4,b2Vec2::b2Vec2,13,0.0065,0.7208,0.0554462
4,b2ParticleSystem::UpdateProxies_Reference,8,0.004,0.7486,0.093575
4,b2PolygonShape::ComputeDistance,6,0.003,0.5042,0.0840333
4,b2ParticleSystem::InsideBoundsEnumerator::GetNext,6,0.003,0.328,0.0546667
4,b2ParticleSystem::FindContacts_Reference,5,0.0025,0.4454,0.08908
4,b2ParticleSystem::SolvePressure,5,0.0025,0.3838,0.07676
4,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,5,0.0025,0.4585,0.0917
4,b2ParticleContact::GetWeight,4,0.002,0.3151,0.078775
4,b2ParticleContact::GetIndexB,4,0.002,0.2248,0.0562
4,b2ParticleSystem::SolveDamping,4,0.002,0.3235,0.080875
4,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,3,0.0015,0.2883,0.0961
4,b2ParticleSystem::ComputeAABB,3,0.0015,0.1858,0.0619333
4,b2Vec2::operator+=,3,0.0015,0.1508,0.0502667
4,b2Vec2::operator-=,3,0.0015,0.1597,0.0532333
4,b2ParticleSystem::ComputeWeight,3,0.0015,0.2231,0.0743667
4,std::_Sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.2238,0.1119
4,b2GrowableBuffer<b2ParticleContact>::GetCount,2,0.001,0.101,0.0505
4,b2ParticleContact::SetFlags,2,0.001,0.1265,0.06325
4,b2Vec2::Normalize,2,0.001,0.1039,0.05195
4,b2ParticleSystem::CreateParticlesFillShapeForGroup,1,0.0005,0.071,0.071
4,std::advance<b2ParticleSystem::Proxy const *__int64>,1,0.0005,0.0537,0.0537
4,b2ParticleContact::SetNormal,1,0.0005,0.0395,0.0395
4,b2ParticleSystem::SolveCollision,1,0.0005,0.0603,0.0603
4,b2ParticleSystem::SetStrictContactCheck,1,0.0005,0.0542,0.0542
4,WaveMachine::Step,1,0.0005,0.0528,0.0528
4,b2Timer::b2Timer,1,0.0005,0.045,0.045
4,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.0757,0.0757
4,b2ParticleContact::GetIndexA,1,0.0005,0.0537,0.0537
4,b2ParticleSystem::GetParticleInvMass,1,0.0005,0.0407,0.0407
4,b2GrowableBuffer<b2ParticleSystem::Proxy>::Begin,1,0.0005,0.0539,0.0539
4,b2Vec2::Length,1,0.0005,0.0596,0.0596
5,b2ParticleSystem::AddContact,22,0.011,2.1479,0.0976318
5,b2Vec2::b2Vec2,14,0.007,1.3819,0.0987071
5,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,12,0.006,0.9668,0.0805667
5,b2ParticleSystem::SolveDamping,11,0.0055,0.8664,0.0787636
5,b2ParticleContact::SetNormal,9,0.0045,0.4454,0.0494889
5,b2ParticleSystem::SolvePressure,7,0.0035,0.5716,0.0816571
5,b2ParticleContact::GetWeight,7,0.0035,0.4692,0.0670286
5,b2ParticleSystem::UpdateProxies_Reference,5,0.0025,0.6451,0.12902
5,b2ParticleSystem::InsideBoundsEnumerator::GetNext,5,0.0025,0.3906,0.07812
5,b2ParticleSystem::SolveCollision,4,0.002,0.4289,0.107225
5,b2ParticleSystem::ComputeAABB,4,0.002,0.2551,0.063775
5,b2ParticleSystem::FindContacts_Reference,4,0.002,0.2939,0.073475
5,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,4,0.002,0.4196,0.1049
5,std::_Prev_iter<b2ParticleSystem::Proxy *>,3,0.0015,0.296,0.0986667
5,b2ParticleContact::GetIndexB,3,0.0015,0.2042,0.0680667
5,b2ParticleContact::SetWeight,3,0.0015,0.2941,0.0980333
5,b2GrowableBuffer<b2ParticleContact>::Append,2,0.001,0.2446,0.1223
5,b2GrowableBuffer<b2ParticleContact>::GetCount,2,0.001,0.2359,0.11795
5,b2EdgeShape::b2EdgeShape,2,0.001,0.07,0.035
5,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.1531,0.07655
5,b2ChainShape::ComputeDistance,2,0.001,0.1363,0.06815
5,b2ParticleSystem::Solve,2,0.001,0.3029,0.15145
5,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,2,0.001,0.1219,0.06095
5,b2EdgeShape::ComputeDistance,2,0.001,0.1297,0.06485
5,b2Vec2::LengthSquared,1,0.0005,0.0482,0.0482
5,b2ParticleContact::SetIndices,1,0.0005,0.0864,0.0864
5,b2Vec2::operator+=,1,0.0005,0.0526,0.0526
5,b2Vec2::Normalize,1,0.0005,0.0645,0.0645
5,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.0997,0.0997
5,b2Vec2::Length,1,0.0005,0.094,0.094
5,b2ParticleSystem::LimitVelocity,1,0.0005,0.0337,0.0337
5,std::_Sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.1549,0.1549
5,b2EdgeShape::RayCast,1,0.0005,0.0682,0.0682
5,b2ChainShape::GetChildEdge,1,0.0005,0.0346,0.0346
5,std::move<b2ParticleSystem::Proxy &>,1,0.0005,0.0832,0.0832
6,b2Vec2::b2Vec2,27,0.0135,2.073,0.0767778
6,b2ParticleSystem::AddContact,17,0.0085,1.4761,0.0868294
6,b2ParticleSystem::InsideBoundsEnumerator::GetNext,10,0.005,0.6036,0.06036
6,b2ParticleSystem::SolveDamping,9,0.0045,0.6186,0.0687333
6,b2EdgeShape::RayCast,7,0.0035,0.5268,0.0752571
6,b2ParticleSystem::FindContacts_Reference,6,0.003,0.4084,0.0680667
6,b2Vec2::operator-=,5,0.0025,0.4148,0.08296
6,b2ParticleSystem::SolveCollision,5,0.0025,0.3444,0.06888
6,b2ParticleContact::SetNormal,4,0.002,0.2888,0.0722
6,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,4,0.002,0.3074,0.07685
6,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,4,0.002,0.2926,0.07315
6,b2ParticleContact::GetIndexB,3,0.0015,0.2428,0.0809333
6,b2Vec2::operator+=,3,0.0015,0.2406,0.0802
6,b2EdgeShape::ComputeDistance,3,0.0015,0.1754,0.0584667
6,b2ParticleSystem::SolvePressure,3,0.0015,0.1935,0.0645
6,b2ParticleContact::GetIndexA,3,0.0015,0.205,0.0683333
6,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,2,0.001,0.0876,0.0438
6,b2ChainShape::ComputeDistance,2,0.001,0.1366,0.0683
6,b2Vec2::Length,2,0.001,0.1532,0.0766
6,b2ParticleSystem::UpdateProxies_Reference,2,0.001,0.1665,0.08325
6,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,2,0.001,0.1573,0.07865
6,std::move<b2ParticleSystem::Proxy &>,2,0.001,0.1144,0.0572
6,b2ParticleSystem::ComputeAABB,2,0.001,0.1582,0.0791
6,b2ParticleSystem::ComputeWeight,2,0.001,0.1403,0.07015
6,b2GrowableBuffer<b2ParticleContact>::Append,2,0.001,0.1638,0.0819
6,std::less<void>::operator()<b2ParticleSystem::Proxy const &unsigned int const &>,1,0.0005,0.0483,0.0483
6,b2Vec2::b2Vec2,1,0.0005,0.0609,0.0609
6,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0568,0.0568
6,b2ParticleContact::GetWeight,1,0.0005,0.1252,0.1252
6,b2ChainShape::GetChildEdge,1,0.0005,0.1034,0.1034
6,b2ParticleContact::SetWeight,1,0.0005,0.1324,0.1324
6,b2ParticleSystem::Solve,1,0.0005,0.0974,0.0974
6,std::_Prev_iter<b2ParticleSystem::Proxy *>,1,0.0005,0.0764,0.0764
6,b2Vec2::Normalize,1,0.0005,0.0929,0.0929
6,b2ParticleSystem::SolveLifetimes,1,0.0005,0.0733,0.0733
6,b2ChainShape::RayCast,1,0.0005,0.0552,0.0552
6,b2Fixture::ComputeDistance,1,0.0005,0.1053,0.1053
6,std::_Adl_verify_range<b2ParticleSystem::Proxy *b2ParticleSystem::Proxy *>,1,0.0005,0.061,0.061
6,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.1235,0.1235
6,b2ParticleSystem::LimitVelocity,1,0.0005,0.0515,0.0515
6,b2Vec2::operator-,1,0.0005,0.1043,0.1043
7,b2ParticleSystem::AddContact,22,0.011,1.9964,0.0907455
7,b2Vec2::b2Vec2,19,0.0095,1.1601,0.0610579
7,b2ParticleSystem::InsideBoundsEnumerator::GetNext,10,0.005,0.5999,0.05999
7,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,7,0.0035,0.6129,0.0875571
7,b2ParticleSystem::SolveDamping,7,0.0035,0.6634,0.0947714
7,b2ParticleContact::GetWeight,6,0.003,0.3153,0.05255
7,b2ParticleSystem::UpdateProxies_Reference,6,0.003,0.4379,0.0729833
7,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,5,0.0025,0.3646,0.07292
7,b2ParticleSystem::ComputeWeight,5,0.0025,0.3076,0.06152
7,b2ParticleSystem::FindContacts_Reference,5,0.0025,0.3467,0.06934
7,b2EdgeShape::ComputeDistance,4,0.002,0.2793,0.069825
7,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,4,0.002,0.2473,0.061825
7,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,4,0.002,0.2721,0.068025
7,b2EdgeShape::RayCast,4,0.002,0.2834,0.07085
7,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,3,0.0015,0.2237,0.0745667
7,b2ParticleSystem::SolveCollision,3,0.0015,0.2548,0.0849333
7,b2ParticleContact::SetNormal,3,0.0015,0.2105,0.0701667
7,b2GrowableBuffer<b2ParticleContact>::Append,2,0.001,0.205,0.1025
7,std::_Prev_iter<b2ParticleSystem::Proxy *>,2,0.001,0.1366,0.0683
7,b2EdgeShape::b2EdgeShape,2,0.001,0.086,0.043
7,b2ChainShape::RayCast,1,0.0005,0.0726,0.0726
7,b2ParticleContact::GetIndexA,1,0.0005,0.0387,0.0387
7,b2ChainShape::GetChildEdge,1,0.0005,0.0463,0.0463
7,b2ParticleSystem::SolveGravity,1,0.0005,0.0449,0.0449
7,b2ParticleSystem::SolvePressure,1,0.0005,0.0781,0.0781
7,b2Vec2::Set,1,0.0005,0.1255,0.1255
7,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ShouldCollide,1,0.0005,0.0885,0.0885
7,b2Vec2::operator-=,1,0.0005,0.1028,0.1028
7,b2ParticleSystem::ComputeAABB,1,0.0005,0.0424,0.0424
7,b2ParticleContact::GetIndexB,1,0.0005,0.0773,0.0773
7,b2ParticleContact::SetWeight,1,0.0005,0.0673,0.0673
7,b2ChainShape::ComputeDistance,1,0.0005,0.0337,0.0337
7,b2ParticleSystem::GetInsideBoundsEnumerator,1,0.0005,0.0718,0.0718
7,b2Vec2::operator+=,1,0.0005,0.0461,0.0461
7,b2GrowableBuffer<b2ParticleContact>::operator[],1,0.0005,0.0907,0.0907
7,std::_Next_iter<b2ParticleSystem::Proxy *>,1,0.0005,0.1292,0.1292
7,b2Vec2::b2Vec2,1,0.0005,0.0543,0.0543
7,b2GrowableBuffer<b2ParticleContact>::SetCount,1,0.0005,0.0834,0.0834
7,b2Vec2::Normalize,1,0.0005,0.0343,0.0343
7,b2ParticleContact::SetFlags,1,0.0005,0.1557,0.1557
7,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0813,0.0813
8,b2Contact::Update,2,0.001,0.1872,0.0936
8,b2Vec2::b2Vec2,2,0.001,0.2351,0.11755
8,b2ParticleSystem::InsideBoundsEnumerator::GetNext,1,0.0005,0.152,0.152
8,std::swap<b2ParticleSystem::Proxy0>,1,0.0005,0.0529,0.0529
8,std::forward<int &>,1,0.0005,0.1233,0.1233
8,std::_Guess_median_unchecked<int *std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator> >,1,0.0005,0.1384,0.1384
8,GLUI_Master_Object::get_viewport_area,1,0.0005,0.2455,0.2455
8,b2ContactManager::Collide,1,0.0005,0.2134,0.2134
8,std::_Get_unwrapped<b2ParticleSystem::Proxy const * const &>,1,0.0005,0.1782,0.1782
8,b2Vec2::operator-,1,0.0005,0.1743,0.1743
8,b2QueryCallback::b2QueryCallback,1,0.0005,0.1577,0.1577
8,b2ParticleSystem::UpdateContacts,1,0.0005,0.1286,0.1286
8,std::_Lockit::_Lockit,1,0.0005,0.1469,0.1469
9,b2Vec2::Normalize,3,0.0015,0.4344,0.1448
9,`anonymous namespace'::ExpirationTimeComparator::operator(),3,0.0015,0.3565,0.118833
9,b2ParticleSystem::UpdateProxies_Reference,2,0.001,0.4352,0.2176
9,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.3847,0.19235
9,Sandbox::Step,2,0.001,0.1007,0.05035
9,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,2,0.001,0.3215,0.16075
9,b2Vec2::operator-,1,0.0005,0.0654,0.0654
9,std::move<b2ParticleSystem::Proxy &>,1,0.0005,0.1416,0.1416
9,std::_Prev_iter<b2ParticleSystem::Proxy *>,1,0.0005,0.163,0.163
9,b2Fixture::GetShape,1,0.0005,0.1845,0.1845
9,b2ParticleSystem::InsideBoundsEnumerator::InsideBoundsEnumerator,1,0.0005,0.1614,0.1614
9,b2PrismaticJoint::SolveVelocityConstraints,1,0.0005,0.1688,0.1688
9,b2World::SetAllowSleeping,1,0.0005,0.2231,0.2231
9,std::_Pass_fn<std::less<void>0>,1,0.0005,0.0884,0.0884
9,b2PolygonShape::RayCast,1,0.0005,0.1536,0.1536
9,std::_Insertion_sort_unchecked<int *std::_Ref_fn<`anonymous namespace'::ExpirationTimeComparator> >,1,0.0005,0.2069,0.2069
9,b2PolygonShape::ComputeDistance,1,0.0005,0.172,0.172
9,b2GrowableBuffer<b2ParticleContact>::operator[],1,0.0005,0.1759,0.1759
9,b2Vec2::b2Vec2,1,0.0005,0.2355,0.2355
9,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.1666,0.1666
9,b2Transform::b2Transform,1,0.0005,0.0513,0.0513
10,`anonymous namespace'::ExpirationTimeComparator::operator(),3,0.0015,0.4359,0.1453
10,b2Fixture::GetBody,3,0.0015,0.4416,0.1472
10,b2Contact::GetFixtureA,3,0.0015,0.4667,0.155567
10,b2ParticleSystem::InsideBoundsEnumerator::GetNext,2,0.001,0.1667,0.08335
10,std::_Pass_fn<std::less<void>0>,1,0.0005,0.1097,0.1097
10,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,1,0.0005,0.1094,0.1094
10,b2FixtureParticleQueryCallback::ReportFixture,1,0.0005,0.1834,0.1834
10,b2Contact::Update,1,0.0005,0.1434,0.1434
10,b2ContactManager::Collide,1,0.0005,0.0746,0.0746
10,std::_Get_unwrapped<b2ParticleSystem::Proxy * const &>,1,0.0005,0.2022,0.2022
10,b2Vec2::Length,1,0.0005,0.0852,0.0852
10,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,1,0.0005,0.1034,0.1034
10,std::sort<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.1727,0.1727
10,b2Vec2::Set,1,0.0005,0.0325,0.0325
10,b2GrowableStack<int256>::Pop,1,0.0005,0.0466,0.0466
10,std::next<b2ParticleSystem::Proxy const *>,1,0.0005,0.0821,0.0821
10,std::_Tree_unchecked_const_iterator<std::_Tree_val<std::_Tree_simple_types<b2ParticleHandle const *> >std::_Iterator_base12>::operator++,1,0.0005,0.0653,0.0653
10,b2Vec2::operator-,1,0.0005,0.0776,0.0776
10,b2Vec2::b2Vec2,1,0.0005,0.0593,0.0593
10,b2GrowableStack<int256>::Push,1,0.0005,0.1112,0.1112
11,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,5,0.0025,0.7972,0.15944
11,`anonymous namespace'::ExpirationTimeComparator::operator(),2,0.001,0.3312,0.1656
11,b2PolygonShape::RayCast,2,0.001,0.2224,0.1112
