TimeInterval,Function,HitCount,Percentage,Time(ms),Time/Hit
6,b2Vec2::b2Vec2,1,0.0005,0.1123,0.1123
7,b2ParticleSystem::AddContact,19,0.0095,1.4008,0.0737263
7,b2Vec2::b2Vec2,9,0.0045,0.8802,0.0978
7,b2ParticleSystem::SolvePressure,8,0.004,0.7529,0.0941125
7,b2ParticleSystem::InsideBoundsEnumerator::GetNext,7,0.0035,0.5231,0.0747286
7,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,6,0.003,0.4501,0.0750167
7,b2EdgeShape::RayCast,4,0.002,0.3353,0.083825
7,b2EdgeShape::ComputeDistance,3,0.0015,0.2429,0.0809667
7,b2ParticleSystem::FindContacts_Reference,3,0.0015,0.3146,0.104867
7,b2ParticleContact::GetIndexA,3,0.0015,0.2097,0.0699
7,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,3,0.0015,0.2244,0.0748
7,b2ParticleSystem::ComputeWeight,2,0.001,0.1792,0.0896
7,b2Fixture::ComputeDistance,2,0.001,0.2001,0.10005
7,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,2,0.001,0.2908,0.1454
7,b2ParticleSystem::ComputeAABB,2,0.001,0.2009,0.10045
7,b2ParticleSystem::UpdateProxies_Reference,2,0.001,0.1827,0.09135
7,b2ParticleSystem::SolveCollision,2,0.001,0.1347,0.06735
7,b2ParticleContact::GetWeight,2,0.001,0.1736,0.0868
7,b2ParticleContact::SetNormal,2,0.001,0.1829,0.09145
7,b2ParticleContact::SetWeight,2,0.001,0.1644,0.0822
7,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,2,0.001,0.1504,0.0752
7,b2ChainShape::ComputeDistance,2,0.001,0.1905,0.09525
7,b2GrowableBuffer<b2ParticleBodyContact>::GetCount,1,0.0005,0.0615,0.0615
7,b2Vec2::operator-,1,0.0005,0.072,0.072
7,std::upper_bound<b2ParticleSystem::Proxy const *unsigned intstd::less<void> >,1,0.0005,0.0821,0.0821
7,b2FixtureParticleQueryCallback::ReportFixture,1,0.0005,0.215,0.215
7,b2ParticleContact::GetIndexB,1,0.0005,0.0959,0.0959
7,b2GrowableBuffer<b2ParticleContact>::Append,1,0.0005,0.1001,0.1001
7,b2GrowableBuffer<b2ParticleContact>::operator[],1,0.0005,0.0489,0.0489
7,b2Vec2::Normalize,1,0.0005,0.0879,0.0879
7,b2GrowableBuffer<b2ParticleBodyContact>::operator[],1,0.0005,0.0677,0.0677
7,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,1,0.0005,0.0549,0.0549
7,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0484,0.0484
7,b2ParticleContact::SetFlags,1,0.0005,0.0851,0.0851
7,b2Vec2::operator+=,1,0.0005,0.1021,0.1021
7,b2ParticleSystem::SolveDamping,1,0.0005,0.1261,0.1261
7,b2GrowableBuffer<b2ParticleContact>::GetCount,1,0.0005,0.1083,0.1083
7,b2EdgeShape::b2EdgeShape,1,0.0005,0.0821,0.0821
8,b2ParticleSystem::AddContact,24,0.012,1.9422,0.080925
8,b2Vec2::b2Vec2,16,0.008,1.1619,0.0726187
8,b2ParticleSystem::SolveDamping,13,0.0065,0.8891,0.0683923
8,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,12,0.006,0.9351,0.077925
8,b2PolygonShape::ComputeDistance,11,0.0055,0.8076,0.0734182
8,b2ParticleSystem::SolvePressure,8,0.004,0.5599,0.0699875
8,b2ParticleSystem::SolveCollision,7,0.0035,0.4964,0.0709143
8,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,7,0.0035,0.5339,0.0762714
8,b2ParticleContact::GetIndexA,5,0.0025,0.3924,0.07848
8,b2ParticleSystem::UpdateProxies_Reference,5,0.0025,0.4274,0.08548
8,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,4,0.002,0.2743,0.068575
8,b2PolygonShape::RayCast,4,0.002,0.3114,0.07785
8,b2ParticleSystem::ComputeWeight,3,0.0015,0.1908,0.0636
8,b2ParticleContact::GetWeight,3,0.0015,0.2811,0.0937
8,b2Vec2::operator+=,3,0.0015,0.1987,0.0662333
8,b2Vec2::Normalize,3,0.0015,0.194,0.0646667
8,b2ParticleSystem::FindContacts_Reference,3,0.0015,0.3027,0.1009
8,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,3,0.0015,0.6223,0.207433
8,b2GrowableBuffer<b2ParticleContact>::operator[],2,0.001,0.1299,0.06495
8,b2Vec2::operator-=,2,0.001,0.1389,0.06945
8,std::move<b2ParticleSystem::Proxy &>,2,0.001,0.1794,0.0897
8,b2ParticleContact::SetWeight,2,0.001,0.1596,0.0798
8,b2ParticleContact::SetNormal,2,0.001,0.1621,0.08105
8,b2ParticleContact::GetIndexB,1,0.0005,0.0639,0.0639
8,b2ParticleSystem::LimitVelocity,1,0.0005,0.0653,0.0653
8,b2ParticleSystem::SolveLifetimes,1,0.0005,0.0413,0.0413
8,b2GrowableBuffer<b2ParticleContact>::GetCount,1,0.0005,0.0731,0.0731
8,std::swap<b2ParticleSystem::Proxy0>,1,0.0005,0.0532,0.0532
8,b2Vec2::operator-,1,0.0005,0.0693,0.0693
8,std::_Prev_iter<b2ParticleSystem::Proxy *>,1,0.0005,0.1033,0.1033
8,std::sort<b2ParticleSystem::Proxy *>,1,0.0005,0.073,0.073
8,b2ParticleContact::SetIndices,1,0.0005,0.0547,0.0547
8,b2Fixture::ComputeDistance,1,0.0005,0.0518,0.0518
8,std::_Move_backward_unchecked<b2ParticleSystem::Proxy *b2ParticleSystem::Proxy *>,1,0.0005,0.062,0.062
8,b2Fixture::IsSensor,1,0.0005,0.0696,0.0696
8,b2World::DrawDebugData,1,0.0005,0.0853,0.0853
8,b2ParticleSystem::PrepareForceBuffer,1,0.0005,0.0491,0.0491
8,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0658,0.0658
8,std::_Sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0668,0.0668
8,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0552,0.0552
9,b2Vec2::b2Vec2,22,0.011,1.8049,0.0820409
9,b2ParticleSystem::AddContact,15,0.0075,1.2136,0.0809067
9,`b2ParticleSystem::SolveCollision'::`2'::SolveCollisionCallback::ReportFixtureAndParticle,13,0.0065,0.9706,0.0746615
9,b2ParticleSystem::FindContacts_Reference,9,0.0045,0.8369,0.0929889
9,b2PolygonShape::ComputeDistance,8,0.004,0.6726,0.084075
9,b2ParticleContact::GetWeight,8,0.004,0.648,0.081
9,b2ParticleSystem::SolvePressure,6,0.003,0.5335,0.0889167
9,std::_Debug_lt_pred<std::less<void> &b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &0>,6,0.003,0.4987,0.0831167
9,b2ParticleContact::SetNormal,6,0.003,0.6663,0.11105
9,std::less<void>::operator()<b2ParticleSystem::Proxy &b2ParticleSystem::Proxy &>,5,0.0025,0.5077,0.10154
9,b2PolygonShape::RayCast,4,0.002,0.3495,0.087375
9,b2ParticleSystem::UpdateProxies_Reference,4,0.002,0.3616,0.0904
9,b2ParticleSystem::SolveDamping,4,0.002,0.2583,0.064575
9,`b2ParticleSystem::UpdateBodyContacts'::`2'::UpdateBodyContactsCallback::ReportFixtureAndParticle,3,0.0015,0.3285,0.1095
9,b2GrowableBuffer<b2ParticleContact>::operator[],3,0.0015,0.5585,0.186167
9,b2ParticleContact::SetWeight,3,0.0015,0.2832,0.0944
9,b2ParticleSystem::SolveCollision,3,0.0015,0.1962,0.0654
9,b2ParticleSystem::LimitVelocity,3,0.0015,0.29,0.0966667
9,b2ParticleSystem::ComputeAABB,3,0.0015,0.2809,0.0936333
9,b2ParticleContact::GetIndexB,3,0.0015,0.1948,0.0649333
9,b2Vec2::operator+=,3,0.0015,0.2208,0.0736
9,b2Vec2::LengthSquared,2,0.001,0.1586,0.0793
9,b2ParticleContact::SetIndices,2,0.001,0.19,0.095
9,std::_Prev_iter<b2ParticleSystem::Proxy *>,2,0.001,0.1776,0.0888
9,b2World::SetAllowSleeping,2,0.001,0.157,0.0785
9,std::_Partition_by_median_guess_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.194,0.097
9,std::_Sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,2,0.001,0.1399,0.06995
9,b2ParticleSystem::ComputeWeight,2,0.001,0.2396,0.1198
9,FixtureParticleSet::FixtureParticleSet,1,0.0005,0.0922,0.0922
9,b2Vec2::Normalize,1,0.0005,0.0683,0.0683
9,b2ParticleContact::GetNormal,1,0.0005,0.0406,0.0406
9,b2GrowableStack<int256>::Pop,1,0.0005,0.104,0.104
9,b2ParticleSystem::Solve,1,0.0005,0.1129,0.1129
9,b2ParticleSystem::InsideBoundsEnumerator::GetNext,1,0.0005,0.0733,0.0733
9,b2Vec2::operator-=,1,0.0005,0.0823,0.0823
9,b2ParticleSystem::SolveLifetimes,1,0.0005,0.1626,0.1626
9,std::_Insertion_sort_unchecked<b2ParticleSystem::Proxy *std::less<void> >,1,0.0005,0.0917,0.0917
9,std::move<b2ParticleSystem::Proxy &>,1,0.0005,0.0724,0.0724
9,std::swap<b2ParticleSystem::Proxy0>,1,0.0005,0.0747,0.0747
9,std::_Verify_range<b2ParticleSystem::Proxy>,1,0.0005,0.1111,0.1111
10,b2ParticleSystem::AddContact,19,0.0095,1.6853,0.0887
